Date,Price,Open,High,Low,Vol.,Change %
2/13/2004,1145.8,"1,152.10","1,156.90","1,143.20",-,-0.55%
2/17/2004,1157,"1,145.80","1,159.00","1,145.80",-,0.98%
2/18/2004,1151.8,"1,157.00","1,157.40","1,149.40",-,-0.45%
2/19/2004,1147.1,"1,151.80","1,158.60","1,146.80",-,-0.41%
2/20/2004,1144.1,"1,147.10","1,149.80","1,139.00",-,-0.26%
2/23/2004,1141,"1,144.10","1,146.70","1,137.00",-,-0.27%
2/24/2004,1139.1,"1,141.00","1,144.50","1,134.40",-,-0.17%
2/25/2004,1143.7,"1,139.10","1,145.20","1,138.70",-,0.40%
2/26/2004,1144.9,"1,143.70","1,147.20","1,138.60",-,0.10%
2/27/2004,1144.9,"1,145.80","1,151.70","1,141.80",-,0.00%
3/1/2004,1156,"1,144.90","1,157.50","1,144.90",-,0.97%
3/2/2004,1149.1,"1,156.00","1,156.50","1,147.30",-,-0.60%
3/3/2004,1151,"1,149.10","1,152.40","1,143.80",-,0.17%
3/4/2004,1154.9,"1,151.00","1,155.00","1,149.80",-,0.34%
3/5/2004,1156.9,"1,154.90","1,163.20","1,148.70",-,0.17%
3/8/2004,1147.2,"1,156.90","1,159.90","1,147.00",-,-0.84%
3/9/2004,1140.6,"1,147.20","1,147.30","1,136.80",-,-0.58%
3/10/2004,1123.9,"1,140.60","1,141.50","1,122.50",-,-1.46%
3/11/2004,1106.8,"1,123.90","1,126.00","1,105.90",-,-1.52%
3/12/2004,1120.6,"1,106.80","1,120.60","1,106.80",-,1.25%
3/15/2004,1104.5,"1,120.60","1,120.60","1,103.40",-,-1.44%
3/16/2004,1110.7,"1,104.50","1,113.80","1,102.60",-,0.56%
3/17/2004,1123.8,"1,110.70","1,125.80","1,110.70",-,1.18%
3/18/2004,1122.3,"1,123.80","1,125.50","1,113.20",-,-0.13%
3/19/2004,1109.8,"1,122.30","1,122.70","1,109.70",-,-1.11%
3/22/2004,1095.4,"1,109.80","1,109.80","1,089.50",-,-1.30%
3/23/2004,1094,"1,095.40","1,101.50","1,091.60",-,-0.13%
3/24/2004,1091.3,"1,094.00","1,098.40","1,087.10",-,-0.25%
3/25/2004,1109.2,"1,091.30","1,110.40","1,091.30",-,1.64%
3/26/2004,1108.1,"1,109.20","1,115.30","1,106.10",-,-0.10%
3/29/2004,1122.5,"1,108.10","1,124.40","1,108.10",-,1.30%
3/30/2004,1127,"1,122.50","1,127.60","1,119.70",-,0.40%
3/31/2004,1126.2,"1,127.00","1,130.80","1,121.50",-,-0.07%
4/1/2004,1132.2,"1,126.20","1,135.70","1,126.20",-,0.53%
4/2/2004,1141.8,"1,132.20","1,144.80","1,132.20",-,0.85%
4/5/2004,1150.6,"1,141.80","1,150.60","1,141.60",-,0.77%
4/6/2004,1148.2,"1,150.60","1,150.60","1,143.30",-,-0.21%
4/7/2004,1140.5,"1,148.20","1,148.20","1,138.40",-,-0.67%
4/8/2004,1139.3,"1,140.50","1,149.00","1,134.50",-,-0.11%
4/12/2004,1145.2,"1,139.30","1,147.30","1,139.30",-,0.52%
4/13/2004,1129.4,"1,145.20","1,147.80","1,127.70",-,-1.38%
4/14/2004,1128.2,"1,129.40","1,132.50","1,122.20",-,-0.11%
4/15/2004,1128.8,"1,128.20","1,134.10","1,120.80",-,0.05%
4/16/2004,1134.6,"1,128.80","1,136.80","1,126.80",-,0.51%
4/19/2004,1135.8,"1,134.60","1,136.20","1,129.80",-,0.11%
4/20/2004,1118.2,"1,135.80","1,139.30","1,118.10",-,-1.55%
4/21/2004,1124.1,"1,118.20","1,125.70","1,116.00",-,0.53%
4/22/2004,1139.9,"1,124.10","1,142.80","1,121.90",-,1.41%
4/23/2004,1140.6,"1,139.90","1,141.90","1,134.80",-,0.06%
4/26/2004,1135.5,"1,140.60","1,145.10","1,132.90",-,-0.45%
4/27/2004,1138.1,"1,135.50","1,146.80","1,135.50",-,0.23%
4/28/2004,1122.4,"1,138.10","1,138.10","1,121.70",-,-1.38%
4/29/2004,1113.9,"1,122.40","1,128.80","1,108.00",-,-0.76%
4/30/2004,1107.3,"1,113.90","1,119.30","1,107.20",-,-0.59%
5/3/2004,1117.5,"1,107.30","1,118.70","1,107.30",-,0.92%
5/4/2004,1119.5,"1,117.50","1,127.70","1,112.90",-,0.18%
5/5/2004,1121.5,"1,119.50","1,125.10","1,117.90",-,0.18%
5/6/2004,1114,"1,121.50","1,121.50","1,106.30",-,-0.67%
5/7/2004,1098.7,"1,114.00","1,117.30","1,098.60",-,-1.37%
5/10/2004,1087.1,"1,098.70","1,098.70","1,079.60",-,-1.06%
5/11/2004,1095.5,"1,087.10","1,095.70","1,087.10",-,0.77%
5/12/2004,1097.3,"1,095.50","1,097.50","1,076.30",-,0.16%
5/13/2004,1096.4,"1,097.30","1,102.80","1,091.80",-,-0.08%
5/14/2004,1095.7,"1,096.40","1,102.40","1,088.20",-,-0.06%
5/17/2004,1084.1,"1,095.70","1,095.70","1,079.40",-,-1.06%
5/18/2004,1091.5,"1,084.10","1,094.10","1,084.10",-,0.68%
5/19/2004,1088.7,"1,091.50","1,105.90","1,088.50",-,-0.26%
5/20/2004,1089.2,"1,088.70","1,092.60","1,085.40",-,0.05%
5/21/2004,1093.6,"1,089.20","1,099.70","1,089.20",-,0.40%
5/24/2004,1095.4,"1,093.60","1,101.70","1,091.80",-,0.16%
5/25/2004,1113,"1,095.40","1,113.80","1,090.70",-,1.61%
5/26/2004,1114.9,"1,113.00","1,116.70","1,109.90",-,0.17%
5/27/2004,1121.3,"1,114.90","1,124.00","1,114.90",-,0.57%
5/28/2004,1120.7,"1,121.30","1,122.70","1,118.10",-,-0.05%
6/1/2004,1121.2,"1,120.70","1,122.70","1,113.30",-,0.04%
6/2/2004,1125,"1,121.20","1,128.10","1,118.60",-,0.34%
6/3/2004,1116.6,"1,125.00","1,125.30","1,116.60",-,-0.75%
6/4/2004,1122.5,"1,116.60","1,129.20","1,116.60",-,0.53%
6/7/2004,1140.4,"1,122.50","1,140.50","1,122.50",-,1.59%
6/8/2004,1142.2,"1,140.40","1,142.20","1,135.50",-,0.16%
6/9/2004,1131.3,"1,142.20","1,142.20","1,131.20",-,-0.95%
6/10/2004,1136.5,"1,131.30","1,136.50","1,131.30",-,0.46%
6/14/2004,1125.3,"1,136.50","1,136.50","1,122.20",-,-0.99%
6/15/2004,1132,"1,125.30","1,137.40","1,125.30",-,0.60%
6/16/2004,1133.6,"1,132.00","1,135.30","1,130.50",-,0.14%
6/17/2004,1132,"1,133.60","1,133.60","1,126.90",-,-0.14%
6/18/2004,1135,"1,132.00","1,139.10","1,129.80",-,0.27%
6/21/2004,1130.3,"1,135.00","1,138.00","1,129.60",-,-0.41%
6/22/2004,1134.4,"1,130.30","1,135.00","1,124.40",-,0.36%
6/23/2004,1144.1,"1,134.40","1,145.20","1,131.70",-,0.86%
6/24/2004,1140.7,"1,144.10","1,146.30","1,139.90",-,-0.30%
6/25/2004,1134.4,"1,140.70","1,146.00","1,134.20",-,-0.55%
6/28/2004,1133.3,"1,134.40","1,142.60","1,131.60",-,-0.10%
6/29/2004,1136.2,"1,133.30","1,138.30","1,131.80",-,0.26%
6/30/2004,1140.8,"1,136.20","1,144.20","1,133.60",-,0.40%
7/1/2004,1128.9,"1,140.80","1,140.80","1,123.10",-,-1.04%
7/2/2004,1125.4,"1,128.90","1,129.20","1,123.30",-,-0.31%
7/6/2004,1116.2,"1,125.40","1,125.40","1,113.20",-,-0.82%
7/7/2004,1118.3,"1,116.20","1,122.40","1,114.90",-,0.19%
7/8/2004,1109.1,"1,118.30","1,119.10","1,108.70",-,-0.82%
7/9/2004,1112.8,"1,109.10","1,115.60","1,109.10",-,0.33%
7/12/2004,1114.3,"1,112.80","1,116.10","1,106.70",-,0.13%
7/13/2004,1115.1,"1,114.30","1,116.30","1,113.00",-,0.07%
7/14/2004,1111.5,"1,115.10","1,119.60","1,107.80",-,-0.32%
7/15/2004,1106.7,"1,111.50","1,114.70","1,106.60",-,-0.43%
7/16/2004,1101.4,"1,106.70","1,112.20","1,101.10",-,-0.48%
7/19/2004,1100.9,"1,101.40","1,105.50","1,096.50",-,-0.05%
7/20/2004,1108.7,"1,100.90","1,108.90","1,099.10",-,0.71%
7/21/2004,1093.9,"1,108.70","1,116.30","1,093.90",-,-1.33%
7/22/2004,1096.8,"1,093.90","1,099.70","1,084.20",-,0.27%
7/23/2004,1086.2,"1,096.80","1,096.80","1,083.50",-,-0.97%
7/26/2004,1084.1,"1,086.20","1,089.80","1,078.80",-,-0.19%
7/27/2004,1094.8,"1,084.10","1,096.70","1,084.10",-,0.99%
7/28/2004,1095.4,"1,094.80","1,098.80","1,082.20",-,0.05%
7/29/2004,1100.4,"1,095.40","1,103.70","1,095.40",-,0.46%
7/30/2004,1101.7,"1,100.40","1,103.70","1,097.00",-,0.12%
8/2/2004,1106.6,"1,101.70","1,108.60","1,097.30",-,0.44%
8/3/2004,1099.7,"1,106.60","1,106.60","1,099.20",-,-0.62%
8/4/2004,1098.6,"1,099.70","1,102.50","1,092.40",-,-0.10%
8/5/2004,1080.7,"1,098.60","1,098.80","1,080.00",-,-1.63%
8/6/2004,1064,"1,080.70","1,080.70","1,062.20",-,-1.55%
8/9/2004,1065.2,"1,064.00","1,069.50","1,064.00",-,0.11%
8/10/2004,1079,"1,065.20","1,079.00","1,065.20",-,1.30%
8/11/2004,1075.8,"1,079.00","1,079.00","1,065.90",-,-0.30%
8/12/2004,1063.2,"1,075.80","1,075.80","1,062.80",-,-1.17%
8/13/2004,1064.8,"1,063.20","1,067.60","1,060.70",-,0.15%
8/16/2004,1079.3,"1,064.80","1,080.70","1,064.80",-,1.36%
8/17/2004,1081.7,"1,079.30","1,087.00","1,079.30",-,0.22%
8/18/2004,1095.2,"1,081.70","1,095.20","1,078.90",-,1.25%
8/19/2004,1091.2,"1,095.20","1,095.20","1,086.30",-,-0.37%
8/20/2004,1098.3,"1,091.20","1,100.30","1,089.60",-,0.65%
8/23/2004,1095.7,"1,098.30","1,101.40","1,094.70",-,-0.24%
8/24/2004,1096.2,"1,095.70","1,100.90","1,092.80",-,0.05%
8/25/2004,1105,"1,096.20","1,106.30","1,093.20",-,0.80%
8/26/2004,1105.1,"1,105.00","1,106.80","1,102.40",-,0.01%
8/27/2004,1107.8,"1,105.10","1,109.70","1,104.60",-,0.24%
8/30/2004,1099.2,"1,107.80","1,107.80","1,099.20",-,-0.78%
8/31/2004,1104.2,"1,099.20","1,104.20","1,094.70",-,0.45%
9/1/2004,1105.9,"1,104.20","1,109.20","1,099.10",-,0.15%
9/2/2004,1118.3,"1,105.90","1,119.10","1,105.60",-,1.12%
9/3/2004,1113.6,"1,118.30","1,120.80","1,113.60",-,-0.42%
9/7/2004,1121.3,"1,113.60","1,124.10","1,113.60",-,0.69%
9/8/2004,1116.3,"1,121.30","1,123.00","1,116.30",-,-0.45%
9/9/2004,1118.4,"1,116.30","1,121.30","1,113.60",-,0.19%
9/10/2004,1123.9,"1,118.40","1,125.30","1,114.40",-,0.49%
9/13/2004,1125.8,"1,123.90","1,129.80","1,123.30",-,0.17%
9/14/2004,1128.3,"1,125.80","1,129.50","1,124.70",-,0.22%
9/15/2004,1120.4,"1,128.30","1,128.30","1,119.70",-,-0.70%
9/16/2004,1123.5,"1,120.40","1,126.10","1,120.40",-,0.28%
9/17/2004,1128.5,"1,123.50","1,130.50","1,123.50",-,0.45%
9/20/2004,1122.2,"1,128.50","1,128.50","1,120.30",-,-0.56%
9/21/2004,1129.3,"1,122.20","1,131.50","1,122.20",-,0.63%
9/22/2004,1113.6,"1,129.30","1,129.30","1,112.70",-,-1.39%
9/23/2004,1108.4,"1,113.60","1,113.60","1,108.00",-,-0.47%
9/24/2004,1110.1,"1,108.40","1,113.80","1,108.40",-,0.15%
9/27/2004,1103.5,"1,110.10","1,110.10","1,103.20",-,-0.59%
9/28/2004,1110.1,"1,103.50","1,111.80","1,101.30",-,0.60%
9/29/2004,1114.8,"1,110.10","1,114.80","1,107.40",-,0.42%
9/30/2004,1114.6,"1,114.80","1,116.30","1,109.60",-,-0.02%
10/1/2004,1131.5,"1,114.60","1,131.60","1,114.60",-,1.52%
10/4/2004,1135.2,"1,131.50","1,140.20","1,131.50",-,0.33%
10/5/2004,1134.5,"1,135.20","1,137.90","1,132.00",-,-0.06%
10/6/2004,1142,"1,134.50","1,142.00","1,132.90",-,0.66%
10/7/2004,1130.7,"1,142.00","1,142.00","1,130.50",-,-0.99%
10/8/2004,1122.1,"1,130.70","1,132.90","1,120.20",-,-0.76%
10/11/2004,1124.4,"1,122.10","1,126.20","1,122.10",-,0.20%
10/12/2004,1121.8,"1,124.40","1,124.40","1,115.80",-,-0.23%
10/13/2004,1113.7,"1,121.80","1,127.00","1,109.60",-,-0.72%
10/14/2004,1103.3,"1,113.70","1,115.00","1,102.10",-,-0.93%
10/15/2004,1108.2,"1,103.30","1,113.20","1,102.10",-,0.44%
10/18/2004,1114,"1,108.20","1,114.50","1,103.30",-,0.52%
10/19/2004,1103.2,"1,114.00","1,118.00","1,103.20",-,-0.97%
10/20/2004,1103.7,"1,103.20","1,104.10","1,094.20",-,0.05%
10/21/2004,1106.5,"1,103.70","1,109.00","1,098.50",-,0.25%
10/22/2004,1095.7,"1,106.50","1,108.30","1,095.30",-,-0.98%
10/25/2004,1094.8,"1,095.70","1,096.80","1,090.20",-,-0.08%
10/26/2004,1111.1,"1,094.80","1,111.10","1,094.80",-,1.49%
10/27/2004,1125.4,"1,111.10","1,126.30","1,107.40",-,1.29%
10/28/2004,1127.4,"1,125.30","1,130.70","1,120.60",-,0.18%
10/29/2004,1130.2,"1,127.40","1,131.40","1,124.60",-,0.25%
11/1/2004,1130.5,"1,130.20","1,133.40","1,127.50",-,0.03%
11/2/2004,1130.5,"1,130.50","1,140.50","1,128.10",-,0.00%
11/3/2004,1143.2,"1,130.50","1,147.60","1,130.50",-,1.12%
11/4/2004,1161.7,"1,143.20","1,161.70","1,142.30",-,1.62%
11/5/2004,1166.2,"1,161.70","1,170.90","1,160.40",-,0.39%
11/8/2004,1164.9,"1,166.20","1,166.90","1,162.30",-,-0.11%
11/9/2004,1164.1,"1,164.90","1,169.00","1,162.50",-,-0.07%
11/10/2004,1162.9,"1,164.10","1,169.30","1,162.50",-,-0.10%
11/11/2004,1173.5,"1,162.90","1,174.80","1,162.90",-,0.91%
11/12/2004,1184.2,"1,173.50","1,184.20","1,171.40",-,0.91%
11/15/2004,1183.8,"1,184.20","1,184.50","1,179.80",-,-0.03%
11/16/2004,1175.4,"1,183.80","1,183.80","1,175.30",-,-0.71%
11/17/2004,1181.9,"1,175.40","1,188.50","1,175.40",-,0.55%
11/18/2004,1183.5,"1,181.90","1,184.90","1,180.10",-,0.14%
11/19/2004,1170.3,"1,183.50","1,184.00","1,169.20",-,-1.12%
11/22/2004,1177.2,"1,170.30","1,178.20","1,167.90",-,0.59%
11/23/2004,1176.9,"1,177.20","1,179.50","1,171.40",-,-0.03%
11/24/2004,1181.8,"1,176.90","1,182.50","1,176.90",-,0.42%
11/26/2004,1182.7,"1,181.80","1,186.60","1,181.10",-,0.08%
11/29/2004,1178.6,"1,182.70","1,186.90","1,172.40",-,-0.35%
11/30/2004,1173.8,"1,178.60","1,178.70","1,173.80",-,-0.41%
12/1/2004,1191.4,"1,173.80","1,191.40","1,173.80",-,1.50%
12/2/2004,1190.3,"1,191.40","1,194.80","1,186.70",-,-0.09%
12/3/2004,1191.2,"1,190.30","1,197.50","1,187.70",-,0.08%
12/6/2004,1190.2,"1,191.20","1,192.40","1,185.20",-,-0.08%
12/7/2004,1177.1,"1,190.20","1,192.20","1,177.10",-,-1.10%
12/8/2004,1182.8,"1,177.10","1,184.00","1,176.80",-,0.48%
12/9/2004,1189.2,"1,182.80","1,190.50","1,173.80",-,0.54%
12/10/2004,1188,"1,189.20","1,191.50","1,185.20",-,-0.10%
12/13/2004,1198.7,"1,188.00","1,198.80","1,188.00",-,0.90%
12/14/2004,1203.4,"1,198.70","1,205.30","1,197.80",-,0.39%
12/15/2004,1205.7,"1,203.40","1,206.60","1,199.40",-,0.19%
12/16/2004,1203.2,"1,205.70","1,208.00","1,198.40",-,-0.21%
12/17/2004,1194.2,"1,203.20","1,203.20","1,193.40",-,-0.75%
12/20/2004,1194.7,"1,194.20","1,203.60","1,193.40",-,0.04%
12/21/2004,1205.5,"1,194.70","1,205.90","1,194.70",-,0.90%
12/22/2004,1209.6,"1,205.50","1,211.40","1,203.80",-,0.34%
12/23/2004,1210.1,"1,209.60","1,213.70","1,208.70",-,0.04%
12/27/2004,1204.9,"1,210.10","1,214.20","1,204.90",-,-0.43%
12/28/2004,1213.5,"1,204.90","1,213.50","1,204.90",-,0.71%
12/29/2004,1213.5,"1,213.50","1,214.00","1,211.00",-,0.00%
12/30/2004,1213.5,"1,213.50","1,216.50","1,213.40",-,0.00%
12/31/2004,1211.9,"1,213.50","1,217.30","1,211.70",-,-0.13%
1/3/2005,1202.1,"1,211.90","1,217.90","1,200.30",-,-0.81%
1/4/2005,1188,"1,202.10","1,205.80","1,185.40",-,-1.17%
1/5/2005,1183.7,"1,188.00","1,192.80","1,183.70",-,-0.36%
1/6/2005,1187.9,"1,183.70","1,191.60","1,183.20",-,0.35%
1/7/2005,1186.2,"1,187.90","1,192.20","1,182.10",-,-0.14%
1/10/2005,1190.2,"1,186.20","1,194.80","1,184.80",-,0.34%
1/11/2005,1183,"1,190.20","1,190.20","1,180.40",-,-0.60%
1/12/2005,1187.7,"1,183.00","1,188.00","1,175.60",-,0.40%
1/13/2005,1177.5,"1,187.70","1,187.70","1,175.60",-,-0.86%
1/14/2005,1184.5,"1,177.50","1,185.20","1,177.50",-,0.59%
1/18/2005,1196,"1,184.50","1,196.00","1,180.10",-,0.97%
1/19/2005,1184.6,"1,196.00","1,196.00","1,184.40",-,-0.95%
1/20/2005,1175.4,"1,184.60","1,184.60","1,173.40",-,-0.78%
1/21/2005,1167.9,"1,175.40","1,179.50","1,167.80",-,-0.64%
1/24/2005,1163.8,"1,167.90","1,173.20","1,163.80",-,-0.35%
1/25/2005,1168.4,"1,163.80","1,174.30","1,163.80",-,0.40%
1/26/2005,1174.1,"1,168.40","1,176.00","1,168.40",-,0.49%
1/27/2005,1174.5,"1,174.10","1,177.50","1,170.20",-,0.03%
1/28/2005,1171.4,"1,174.50","1,175.60","1,166.30",-,-0.26%
1/31/2005,1181.3,"1,171.40","1,182.10","1,171.40",-,0.85%
2/1/2005,1189.4,"1,181.30","1,190.40","1,181.00",-,0.69%
2/2/2005,1193.2,"1,189.40","1,195.20","1,188.90",-,0.32%
2/3/2005,1189.9,"1,193.20","1,193.20","1,185.60",-,-0.28%
2/4/2005,1203,"1,189.90","1,203.50","1,189.70",-,1.10%
2/7/2005,1201.7,"1,203.00","1,204.20","1,199.30",-,-0.11%
2/8/2005,1202.3,"1,201.70","1,205.10","1,200.20",-,0.05%
2/9/2005,1192,"1,202.30","1,203.80","1,191.50",-,-0.86%
2/10/2005,1197,"1,192.00","1,198.80","1,191.50",-,0.42%
2/11/2005,1205.3,"1,197.00","1,208.40","1,193.30",-,0.69%
2/14/2005,1206.1,"1,205.30","1,206.90","1,203.60",-,0.07%
2/15/2005,1210.1,"1,206.10","1,212.40","1,205.50",-,0.33%
2/16/2005,1210.3,"1,210.10","1,212.40","1,205.10",-,0.02%
2/17/2005,1200.8,"1,210.30","1,211.30","1,200.70",-,-0.78%
2/18/2005,1201.6,"1,200.80","1,202.90","1,197.30",-,0.07%
2/22/2005,1184.2,"1,201.60","1,202.50","1,184.20",-,-1.45%
2/23/2005,1190.8,"1,184.20","1,193.50","1,184.20",-,0.56%
2/24/2005,1200.2,"1,190.80","1,200.40","1,187.80",-,0.79%
2/25/2005,1211.4,"1,200.20","1,212.20","1,199.60",-,0.93%
2/28/2005,1203.6,"1,211.40","1,211.40","1,198.10",-,-0.64%
3/1/2005,1210.4,"1,203.60","1,212.20","1,203.60",-,0.56%
3/2/2005,1210.1,"1,210.40","1,215.80","1,204.20",-,-0.02%
3/3/2005,1210.5,"1,210.10","1,215.70","1,204.50",-,0.03%
3/4/2005,1222.1,"1,210.50","1,224.80","1,210.50",-,0.96%
3/7/2005,1225.3,"1,222.10","1,229.10","1,222.10",-,0.26%
3/8/2005,1219.4,"1,225.30","1,225.70","1,218.60",-,-0.48%
3/9/2005,1207,"1,219.40","1,219.40","1,206.70",-,-1.02%
3/10/2005,1209.2,"1,207.00","1,211.20","1,201.40",-,0.18%
3/11/2005,1200.1,"1,209.20","1,213.00","1,198.20",-,-0.75%
3/14/2005,1206.8,"1,200.10","1,206.80","1,199.50",-,0.56%
3/15/2005,1197.8,"1,206.80","1,210.50","1,197.80",-,-0.75%
3/16/2005,1188.1,"1,197.80","1,197.80","1,185.60",-,-0.81%
3/17/2005,1190.2,"1,188.10","1,193.30","1,186.30",-,0.18%
3/18/2005,1189.7,"1,190.20","1,192.00","1,182.80",-,-0.04%
3/21/2005,1183.8,"1,189.70","1,189.70","1,178.80",-,-0.50%
3/22/2005,1171.7,"1,183.80","1,189.60","1,171.60",-,-1.02%
3/23/2005,1172.5,"1,171.70","1,176.30","1,168.70",-,0.07%
3/24/2005,1171.4,"1,172.50","1,180.10","1,171.40",-,-0.09%
3/28/2005,1174.3,"1,171.40","1,179.90","1,171.40",-,0.25%
3/29/2005,1165.4,"1,174.30","1,179.40","1,163.70",-,-0.76%
3/30/2005,1181.4,"1,165.40","1,181.50","1,165.40",-,1.37%
3/31/2005,1180.6,"1,181.40","1,184.50","1,179.50",-,-0.07%
4/1/2005,1172.9,"1,180.60","1,189.80","1,169.90",-,-0.65%
4/4/2005,1176.1,"1,172.80","1,178.60","1,167.70",-,0.27%
4/5/2005,1181.4,"1,176.10","1,183.60","1,176.10",-,0.45%
4/6/2005,1184.1,"1,181.40","1,189.30","1,181.40",-,0.23%
4/7/2005,1191.1,"1,184.10","1,191.90","1,183.80",-,0.59%
4/8/2005,1181.2,"1,191.10","1,191.80","1,181.10",-,-0.83%
4/11/2005,1181.2,"1,181.20","1,184.10","1,178.70",-,0.00%
4/12/2005,1187.8,"1,181.20","1,190.20","1,170.80",-,0.56%
4/13/2005,1173.8,"1,187.80","1,187.80","1,171.40",-,-1.18%
4/14/2005,1162,"1,173.80","1,174.70","1,161.70",-,-1.01%
4/15/2005,1142.6,"1,162.00","1,162.00","1,141.90",-,-1.67%
4/18/2005,1146,"1,142.60","1,148.90","1,139.80",-,0.30%
4/19/2005,1152.8,"1,146.00","1,154.70","1,146.00",-,0.59%
4/20/2005,1137.5,"1,152.80","1,155.50","1,136.20",-,-1.33%
4/21/2005,1160,"1,137.50","1,160.00","1,137.50",-,1.98%
4/22/2005,1152.1,"1,160.00","1,160.00","1,143.00",-,-0.68%
4/25/2005,1162.1,"1,152.10","1,164.00","1,152.10",-,0.87%
4/26/2005,1151.7,"1,162.10","1,164.80","1,151.70",-,-0.89%
4/27/2005,1156.4,"1,151.70","1,159.90","1,144.40",-,0.41%
4/28/2005,1143.2,"1,156.40","1,156.40","1,143.20",-,-1.14%
4/29/2005,1156.8,"1,143.20","1,157.00","1,139.20",-,1.19%
5/2/2005,1162.2,"1,156.80","1,162.90","1,154.70",-,0.47%
5/3/2005,1161.2,"1,162.20","1,166.90","1,156.70",-,-0.09%
5/4/2005,1175.7,"1,161.20","1,176.00","1,161.20",-,1.25%
5/5/2005,1172.6,"1,175.70","1,178.60","1,166.80",-,-0.26%
5/6/2005,1171.3,"1,172.60","1,177.80","1,170.50",-,-0.11%
5/9/2005,1178.8,"1,171.30","1,178.90","1,169.40",-,0.64%
5/10/2005,1166.2,"1,178.80","1,178.80","1,163.00",-,-1.07%
5/11/2005,1171.1,"1,166.20","1,171.80","1,157.70",-,0.42%
5/12/2005,1159.4,"1,171.10","1,173.40","1,157.80",-,-1.00%
5/13/2005,1154,"1,159.40","1,163.80","1,146.20",-,-0.47%
5/16/2005,1165.7,"1,154.00","1,165.80","1,153.60",-,1.01%
5/17/2005,1173.8,"1,165.70","1,174.30","1,159.90",-,0.69%
5/18/2005,1185.6,"1,173.80","1,187.90","1,173.80",-,1.01%
5/19/2005,1191.1,"1,185.60","1,191.10","1,184.50",-,0.46%
5/20/2005,1189.3,"1,191.10","1,191.20","1,185.20",-,-0.15%
5/23/2005,1193.9,"1,189.30","1,197.40","1,188.80",-,0.39%
5/24/2005,1194.1,"1,193.90","1,195.30","1,189.90",-,0.02%
5/25/2005,1190,"1,194.10","1,194.10","1,186.00",-,-0.34%
5/26/2005,1197.6,"1,190.00","1,199.00","1,190.00",-,0.64%
5/27/2005,1198.8,"1,197.60","1,199.60","1,195.30",-,0.10%
5/31/2005,1191.5,"1,198.80","1,198.80","1,191.50",-,-0.61%
6/1/2005,1202.3,"1,191.50","1,205.60","1,191.00",-,0.91%
6/2/2005,1204.3,"1,202.30","1,204.70","1,198.40",-,0.17%
6/3/2005,1196,"1,204.30","1,205.10","1,194.50",-,-0.69%
6/6/2005,1197.5,"1,196.00","1,198.80","1,192.80",-,0.13%
6/7/2005,1197.3,"1,197.50","1,208.80","1,197.30",-,-0.02%
6/8/2005,1194.7,"1,197.30","1,202.00","1,193.30",-,-0.22%
6/9/2005,1200.9,"1,194.70","1,201.90","1,191.10",-,0.52%
6/10/2005,1198.1,"1,200.90","1,202.80","1,192.60",-,-0.23%
6/13/2005,1200.8,"1,198.10","1,206.00","1,194.50",-,0.23%
6/14/2005,1203.9,"1,200.80","1,207.50","1,200.20",-,0.26%
6/15/2005,1206.6,"1,203.90","1,208.10","1,198.70",-,0.22%
6/16/2005,1211,"1,206.50","1,212.10","1,205.50",-,0.36%
6/17/2005,1217,"1,210.90","1,219.50","1,210.90",-,0.50%
6/20/2005,1216.1,"1,217.00","1,219.10","1,210.70",-,-0.07%
6/21/2005,1213.6,"1,216.10","1,217.10","1,211.90",-,-0.21%
6/22/2005,1213.9,"1,213.60","1,219.60","1,211.70",-,0.02%
6/23/2005,1200.7,"1,213.90","1,216.50","1,200.70",-,-1.09%
6/24/2005,1191.6,"1,200.70","1,200.90","1,191.50",-,-0.76%
6/27/2005,1190.7,"1,191.60","1,194.30","1,188.30",-,-0.08%
6/28/2005,1201.6,"1,190.70","1,202.50","1,190.70",-,0.92%
6/29/2005,1199.8,"1,201.60","1,204.10","1,198.70",-,-0.15%
6/30/2005,1191.3,"1,199.80","1,203.30","1,190.50",-,-0.71%
7/1/2005,1194.4,"1,191.30","1,197.90","1,191.30",-,0.26%
7/5/2005,1205,"1,194.40","1,206.30","1,192.50",-,0.89%
7/6/2005,1194.9,"1,205.00","1,206.10","1,194.80",-,-0.84%
7/7/2005,1197.9,"1,194.90","1,198.50","1,183.50",-,0.25%
7/8/2005,1211.9,"1,197.90","1,212.70","1,197.20",-,1.17%
7/11/2005,1219.4,"1,211.90","1,220.00","1,211.90",-,0.62%
7/12/2005,1222.2,"1,219.40","1,225.50","1,216.60",-,0.23%
7/13/2005,1223.3,"1,222.20","1,224.50","1,219.60",-,0.09%
7/14/2005,1226.5,"1,223.30","1,233.20","1,223.30",-,0.26%
7/15/2005,1227.9,"1,226.50","1,229.50","1,223.50",-,0.11%
7/18/2005,1221.1,"1,227.90","1,227.90","1,221.10",-,-0.55%
7/19/2005,1229.3,"1,221.10","1,230.30","1,221.10",-,0.67%
7/20/2005,1235.2,"1,229.30","1,236.60","1,222.90",-,0.48%
7/21/2005,1227,"1,235.20","1,235.80","1,224.70",-,-0.66%
7/22/2005,1233.7,"1,227.00","1,234.20","1,226.20",-,0.55%
7/25/2005,1229,"1,233.70","1,238.40","1,228.20",-,-0.38%
7/26/2005,1231.2,"1,229.00","1,234.40","1,229.00",-,0.18%
