Date,Price,Open,High,Low,Vol.,Change %
7/27/2005,1236.8,"1,231.20","1,237.60","1,230.20",-,0.45%
7/28/2005,1243.7,"1,236.80","1,245.20","1,235.80",-,0.56%
7/29/2005,1234.2,"1,243.70","1,245.00","1,234.20",-,-0.76%
8/1/2005,1235.3,"1,234.20","1,239.10","1,233.80",-,0.09%
8/2/2005,1244.1,"1,235.30","1,244.70","1,235.30",-,0.71%
8/3/2005,1245,"1,244.10","1,245.90","1,240.60",-,0.07%
8/4/2005,1235.9,"1,245.00","1,245.00","1,235.20",-,-0.73%
8/5/2005,1226.4,"1,235.90","1,235.90","1,225.60",-,-0.77%
8/8/2005,1223.1,"1,226.40","1,232.30","1,222.70",-,-0.27%
8/9/2005,1231.4,"1,223.10","1,234.10","1,223.10",-,0.68%
8/10/2005,1229.1,"1,231.40","1,242.70","1,226.60",-,-0.19%
8/11/2005,1237.8,"1,229.10","1,237.80","1,228.30",-,0.71%
8/12/2005,1230.4,"1,237.80","1,237.80","1,225.90",-,-0.60%
8/15/2005,1233.9,"1,230.40","1,236.20","1,226.20",-,0.28%
8/16/2005,1219.3,"1,233.90","1,233.90","1,219.00",-,-1.18%
8/17/2005,1220.2,"1,219.30","1,225.60","1,218.10",-,0.07%
8/18/2005,1219,"1,220.20","1,222.60","1,215.90",-,-0.10%
8/19/2005,1219.7,"1,219.00","1,225.10","1,219.00",-,0.06%
8/22/2005,1221.7,"1,219.70","1,229.00","1,216.50",-,0.16%
8/23/2005,1217.6,"1,221.70","1,223.00","1,214.40",-,-0.34%
8/24/2005,1209.6,"1,217.60","1,224.20","1,209.40",-,-0.66%
8/25/2005,1212.4,"1,209.60","1,213.70","1,209.60",-,0.23%
8/26/2005,1205.1,"1,212.40","1,212.40","1,204.20",-,-0.60%
8/29/2005,1212.3,"1,205.10","1,214.30","1,201.50",-,0.60%
8/30/2005,1208.4,"1,212.30","1,212.30","1,201.10",-,-0.32%
8/31/2005,1220.3,"1,208.40","1,220.40","1,204.40",-,0.98%
9/1/2005,1221.6,"1,220.30","1,227.30","1,216.20",-,0.11%
9/2/2005,1218,"1,221.60","1,224.50","1,217.80",-,-0.29%
9/6/2005,1233.4,"1,218.00","1,233.60","1,218.00",-,1.26%
9/7/2005,1236.4,"1,233.40","1,237.10","1,230.90",-,0.24%
9/8/2005,1231.7,"1,236.40","1,236.40","1,229.50",-,-0.38%
9/9/2005,1241.5,"1,231.70","1,243.10","1,231.70",-,0.80%
9/12/2005,1240.6,"1,241.50","1,242.60","1,239.20",-,-0.07%
9/13/2005,1231.2,"1,240.60","1,240.60","1,231.20",-,-0.76%
9/14/2005,1227.2,"1,231.20","1,234.70","1,226.20",-,-0.32%
9/15/2005,1227.7,"1,227.20","1,231.90","1,224.80",-,0.04%
9/16/2005,1237.9,"1,228.40","1,238.00","1,228.40",-,0.83%
9/19/2005,1231,"1,237.90","1,237.90","1,227.70",-,-0.56%
9/20/2005,1221.3,"1,231.00","1,236.50","1,220.10",-,-0.79%
9/21/2005,1210.2,"1,221.30","1,221.50","1,209.90",-,-0.91%
9/22/2005,1214.6,"1,210.20","1,216.60","1,205.30",-,0.36%
9/23/2005,1215.3,"1,214.60","1,218.80","1,209.80",-,0.06%
9/26/2005,1215.6,"1,215.30","1,222.60","1,211.80",-,0.02%
9/27/2005,1215.7,"1,215.60","1,220.20","1,211.10",-,0.01%
9/28/2005,1216.9,"1,215.70","1,221.00","1,212.70",-,0.10%
9/29/2005,1227.7,"1,216.90","1,228.70","1,211.50",-,0.89%
9/30/2005,1228.8,"1,227.70","1,229.60","1,225.20",-,0.09%
10/3/2005,1226.7,"1,228.80","1,233.30","1,225.20",-,-0.17%
10/4/2005,1214.5,"1,226.70","1,229.90","1,214.00",-,-0.99%
10/5/2005,1196.4,"1,214.50","1,214.50","1,196.20",-,-1.49%
10/6/2005,1191.5,"1,196.40","1,202.10","1,181.90",-,-0.41%
10/7/2005,1195.9,"1,191.50","1,199.70","1,191.50",-,0.37%
10/10/2005,1187.3,"1,195.90","1,196.50","1,186.10",-,-0.72%
10/11/2005,1184.9,"1,187.30","1,193.10","1,183.20",-,-0.20%
10/12/2005,1177.7,"1,184.90","1,190.00","1,173.70",-,-0.61%
10/13/2005,1176.8,"1,177.70","1,179.60","1,168.20",-,-0.08%
10/14/2005,1186.6,"1,176.80","1,187.10","1,175.40",-,0.83%
10/17/2005,1190.1,"1,186.60","1,191.20","1,184.50",-,0.29%
10/18/2005,1178.1,"1,190.10","1,190.10","1,178.10",-,-1.01%
10/19/2005,1195.8,"1,178.10","1,195.80","1,170.50",-,1.50%
10/20/2005,1177.8,"1,195.80","1,197.30","1,173.30",-,-1.51%
10/21/2005,1179.6,"1,177.80","1,186.50","1,174.90",-,0.15%
10/24/2005,1199.4,"1,179.60","1,199.40","1,179.60",-,1.68%
10/25/2005,1196.5,"1,199.40","1,201.30","1,189.30",-,-0.24%
10/26/2005,1191.4,"1,196.50","1,204.00","1,191.40",-,-0.43%
10/27/2005,1178.9,"1,191.40","1,192.70","1,178.90",-,-1.05%
10/28/2005,1198.4,"1,178.90","1,198.40","1,178.90",-,1.65%
10/31/2005,1207,"1,198.40","1,211.40","1,198.40",-,0.72%
11/1/2005,1202.8,"1,207.00","1,207.30","1,201.70",-,-0.35%
11/2/2005,1214.8,"1,202.80","1,215.20","1,201.10",-,1.00%
11/3/2005,1219.9,"1,214.80","1,224.70","1,214.80",-,0.42%
11/4/2005,1220.1,"1,219.90","1,222.50","1,214.50",-,0.02%
11/7/2005,1222.8,"1,220.10","1,224.20","1,217.30",-,0.22%
11/8/2005,1218.6,"1,222.80","1,222.80","1,216.10",-,-0.34%
11/9/2005,1220.7,"1,218.60","1,226.60","1,216.50",-,0.17%
11/10/2005,1231,"1,220.70","1,232.40","1,215.00",-,0.84%
11/11/2005,1234.7,"1,231.00","1,235.70","1,230.70",-,0.30%
11/14/2005,1233.8,"1,234.70","1,237.20","1,231.80",-,-0.07%
11/15/2005,1229,"1,233.80","1,237.90","1,226.40",-,-0.39%
11/16/2005,1231.2,"1,229.00","1,232.20","1,227.20",-,0.18%
11/17/2005,1242.8,"1,231.20","1,243.00","1,231.20",-,0.94%
11/18/2005,1248.3,"1,242.80","1,249.60","1,240.70",-,0.44%
11/21/2005,1254.8,"1,248.30","1,255.90","1,246.90",-,0.52%
11/22/2005,1261.2,"1,254.80","1,261.90","1,251.40",-,0.51%
11/23/2005,1265.6,"1,261.20","1,270.60","1,259.50",-,0.35%
11/25/2005,1268.2,"1,265.60","1,268.80","1,265.50",-,0.21%
11/28/2005,1257.5,"1,268.20","1,268.40","1,257.20",-,-0.84%
11/29/2005,1257.5,"1,257.50","1,266.20","1,257.50",-,0.00%
11/30/2005,1249.5,"1,257.50","1,260.90","1,249.40",-,-0.64%
12/1/2005,1264.7,"1,249.50","1,266.20","1,249.50",-,1.22%
12/2/2005,1265.1,"1,264.70","1,266.80","1,261.40",-,0.03%
12/5/2005,1262.1,"1,265.10","1,265.10","1,258.10",-,-0.24%
12/6/2005,1263.7,"1,262.10","1,272.90","1,262.10",-,0.13%
12/7/2005,1257.4,"1,263.70","1,264.80","1,253.00",-,-0.50%
12/8/2005,1255.8,"1,257.40","1,263.40","1,250.90",-,-0.13%
12/9/2005,1259.4,"1,255.80","1,263.10","1,254.20",-,0.29%
12/12/2005,1260.4,"1,259.40","1,263.90","1,255.50",-,0.08%
12/13/2005,1267.4,"1,260.40","1,272.10","1,258.60",-,0.56%
12/14/2005,1272.7,"1,267.40","1,275.80","1,267.10",-,0.42%
12/15/2005,1270.9,"1,272.70","1,275.20","1,267.70",-,-0.14%
12/16/2005,1267.3,"1,270.90","1,275.20","1,267.30",-,-0.28%
12/19/2005,1259.9,"1,267.30","1,270.50","1,259.30",-,-0.58%
12/20/2005,1259.6,"1,259.90","1,263.90","1,257.20",-,-0.02%
12/21/2005,1262.8,"1,259.60","1,269.40","1,259.60",-,0.25%
12/22/2005,1268.1,"1,262.80","1,268.20","1,262.50",-,0.42%
12/23/2005,1268.7,"1,268.10","1,269.80","1,265.90",-,0.05%
12/27/2005,1256.5,"1,268.70","1,271.80","1,256.50",-,-0.96%
12/28/2005,1258.2,"1,256.50","1,261.10","1,256.50",-,0.14%
12/29/2005,1254.4,"1,258.20","1,260.60","1,254.20",-,-0.30%
12/30/2005,1248.3,"1,254.40","1,254.40","1,246.60",-,-0.49%
1/3/2006,1268.8,"1,248.29","1,270.22","1,245.74",-,1.64%
1/4/2006,1273.46,"1,268.80","1,275.37","1,267.74",-,0.37%
1/5/2006,1273.48,"1,273.46","1,276.91","1,270.30",-,0.00%
1/6/2006,1285.45,"1,273.48","1,286.09","1,273.48",-,0.94%
1/9/2006,1290.15,"1,285.45","1,290.78","1,284.82",-,0.37%
1/10/2006,1289.69,"1,290.15","1,290.15","1,283.76",-,-0.04%
1/11/2006,1294.18,"1,289.72","1,294.90","1,288.12",-,0.35%
1/12/2006,1286.06,"1,294.18","1,294.18","1,285.04",-,-0.63%
1/13/2006,1287.61,"1,286.06","1,288.96","1,282.78",-,0.12%
1/17/2006,1283.03,"1,287.61","1,287.61","1,278.61",-,-0.36%
1/18/2006,1277.93,"1,282.93","1,282.93","1,272.08",-,-0.40%
1/19/2006,1285.04,"1,277.93","1,287.79","1,277.93",-,0.56%
1/20/2006,1261.49,"1,285.04","1,285.04","1,260.92",-,-1.83%
1/23/2006,1263.82,"1,261.49","1,268.19","1,261.49",-,0.18%
1/24/2006,1266.86,"1,263.82","1,271.47","1,263.82",-,0.24%
1/25/2006,1264.68,"1,266.86","1,271.87","1,259.42",-,-0.17%
1/26/2006,1273.83,"1,264.68","1,276.44","1,264.68",-,0.72%
1/27/2006,1283.72,"1,273.83","1,286.38","1,273.83",-,0.78%
1/30/2006,1285.19,"1,283.72","1,287.94","1,283.51",-,0.11%
1/31/2006,1280.08,"1,285.20","1,285.20","1,276.85",-,-0.40%
2/1/2006,1282.46,"1,280.08","1,283.33","1,277.57",-,0.19%
2/2/2006,1270.84,"1,282.46","1,282.46","1,267.72",-,-0.91%
2/3/2006,1264.03,"1,270.84","1,270.87","1,261.02",-,-0.54%
2/6/2006,1265.02,"1,264.03","1,267.04","1,261.62",-,0.08%
2/7/2006,1254.78,"1,265.02","1,265.78","1,253.61",-,-0.81%
2/8/2006,1265.65,"1,254.78","1,266.47","1,254.78",-,0.87%
2/9/2006,1263.78,"1,265.65","1,274.56","1,262.80",-,-0.15%
2/10/2006,1266.99,"1,263.82","1,269.89","1,254.98",-,0.25%
2/13/2006,1262.86,"1,266.99","1,266.99","1,258.34",-,-0.33%
2/14/2006,1275.53,"1,262.86","1,278.21","1,260.80",-,1.00%
2/15/2006,1280,"1,275.53","1,281.00","1,271.06",-,0.35%
2/16/2006,1289.38,"1,280.00","1,289.39","1,280.00",-,0.73%
2/17/2006,1287.24,"1,289.38","1,289.47","1,284.07",-,-0.17%
2/21/2006,1283.03,"1,287.24","1,291.92","1,281.33",-,-0.33%
2/22/2006,1292.67,"1,283.03","1,294.17","1,283.03",-,0.75%
2/23/2006,1287.79,"1,292.67","1,293.84","1,285.14",-,-0.38%
2/24/2006,1289.43,"1,287.79","1,292.11","1,285.62",-,0.13%
2/27/2006,1294.12,"1,289.43","1,297.57","1,289.43",-,0.36%
2/28/2006,1280.66,"1,294.12","1,294.12","1,278.66",-,-1.04%
3/1/2006,1291.24,"1,280.66","1,291.80","1,280.66",-,0.83%
3/2/2006,1289.14,"1,291.24","1,291.24","1,283.21",-,-0.16%
3/3/2006,1287.23,"1,289.14","1,297.33","1,284.20",-,-0.15%
3/6/2006,1278.26,"1,287.23","1,288.23","1,275.67",-,-0.70%
3/7/2006,1275.88,"1,278.26","1,278.26","1,271.11",-,-0.19%
3/8/2006,1278.47,"1,275.88","1,280.33","1,268.42",-,0.20%
3/9/2006,1272.23,"1,278.47","1,282.74","1,272.23",-,-0.49%
3/10/2006,1281.42,"1,272.23","1,284.37","1,271.11",-,0.72%
3/13/2006,1284.13,"1,281.58","1,287.37","1,281.58",-,0.21%
3/14/2006,1297.48,"1,284.13","1,298.14","1,282.67",-,1.04%
3/15/2006,1303.02,"1,297.48","1,304.40","1,294.97",-,0.43%
3/16/2006,1305.33,"1,303.02","1,310.45","1,303.02",-,0.18%
3/17/2006,1307.25,"1,305.33","1,309.79","1,305.32",-,0.15%
3/20/2006,1305.08,"1,307.25","1,310.00","1,303.59",-,-0.17%
3/21/2006,1297.23,"1,305.08","1,310.88","1,295.82",-,-0.60%
3/22/2006,1305.04,"1,297.23","1,305.97","1,295.81",-,0.60%
3/23/2006,1301.67,"1,305.04","1,305.04","1,298.11",-,-0.26%
3/24/2006,1302.95,"1,301.67","1,306.53","1,298.89",-,0.10%
3/27/2006,1301.61,"1,302.95","1,303.74","1,299.09",-,-0.10%
3/28/2006,1293.23,"1,301.61","1,306.24","1,291.84",-,-0.64%
3/29/2006,1302.89,"1,293.23","1,305.60","1,293.23",-,0.75%
3/30/2006,1300.25,"1,302.89","1,310.15","1,296.72",-,-0.20%
3/31/2006,1294.87,"1,300.25","1,303.00","1,294.87",-,-0.41%
4/3/2006,1297.81,"1,302.88","1,309.19","1,296.65",-,0.23%
4/4/2006,1305.93,"1,297.81","1,307.55","1,294.71",-,0.63%
4/5/2006,1311.56,"1,305.93","1,312.81","1,304.82",-,0.43%
4/6/2006,1309.04,"1,311.56","1,311.99","1,302.44",-,-0.19%
4/7/2006,1295.5,"1,309.04","1,314.07","1,294.18",-,-1.03%
4/10/2006,1296.62,"1,295.51","1,300.74","1,293.17",-,0.09%
4/11/2006,1286.57,"1,296.60","1,300.71","1,282.96",-,-0.78%
4/12/2006,1288.12,"1,286.57","1,290.93","1,286.45",-,0.12%
4/13/2006,1289.12,"1,288.12","1,292.09","1,283.37",-,0.08%
4/17/2006,1285.33,"1,289.12","1,292.45","1,280.74",-,-0.29%
4/18/2006,1307.28,"1,285.33","1,309.02","1,285.33",-,1.71%
4/19/2006,1309.93,"1,307.65","1,310.39","1,302.79",-,0.20%
4/20/2006,1311.46,"1,309.93","1,318.16","1,306.38",-,0.12%
4/21/2006,1311.28,"1,311.46","1,317.67","1,306.59",-,-0.01%
4/24/2006,1308.11,"1,311.28","1,311.28","1,303.79",-,-0.24%
4/25/2006,1301.74,"1,308.11","1,310.79","1,299.17",-,-0.49%
4/26/2006,1305.41,"1,301.74","1,310.97","1,301.74",-,0.28%
4/27/2006,1309.72,"1,305.41","1,315.00","1,295.57",-,0.33%
4/28/2006,1310.61,"1,309.72","1,316.04","1,306.16",-,0.07%
5/1/2006,1305.19,"1,310.61","1,317.21","1,303.46",-,-0.41%
5/2/2006,1313.21,"1,305.19","1,313.66","1,305.19",-,0.61%
5/3/2006,1308.12,"1,313.21","1,313.47","1,303.92",-,-0.39%
5/4/2006,1312.25,"1,307.85","1,315.14","1,307.85",-,0.32%
5/5/2006,1325.76,"1,312.25","1,326.53","1,312.25",-,1.03%
5/8/2006,1324.66,"1,325.76","1,326.70","1,322.87",-,-0.08%
5/9/2006,1325.14,"1,324.66","1,326.60","1,322.48",-,0.04%
